protein,degree,clustering_coefficient,betweenness_centrality,closeness_centrality,pagerank,drug_target
UGT1A10,66,0.3710955710955711,0.00036079679701917877,0.28141896343785266,0.0002041019434138302,0
HSD17B6,41,0.37926829268292683,9.379270352706801e-05,0.2695669538097515,0.00014445210801547598,0
CYP11B2,34,0.34402852049910876,0.00015652173844612037,0.2851926888614727,0.00012929036276065198,1
AKR1D1,45,0.3383838383838384,0.00018240621619897574,0.26725829096263076,0.0001629243730603759,1
CYP3A4,115,0.23310450038138825,0.00188678299939242,0.30486982997748924,0.00039877348665316503,1
HSD17B8,37,0.3138138138138138,0.0003209819517642528,0.27974497329005715,0.00014154071954903456,1
CYP3A5,81,0.36234567901234566,0.0003289794487542723,0.28343353527164183,0.0002602287632766512,1
CYP11B1,28,0.46825396825396826,0.0002146191766048601,0.278361251697059,0.00010789881645134452,1
SRD5A3,30,0.4045977011494253,0.00038489470805001157,0.2584926714381287,0.00012907488664906758,1
SRD5A2,28,0.5502645502645502,7.757965561105668e-05,0.2737213904134432,0.00010402404010493851,1
CYP1A1,100,0.2963636363636364,0.0006820710722178963,0.3027231188748977,0.0003218792663728218,0
CYP19A1,61,0.2923497267759563,0.0014982617100915015,0.3095904315604638,0.00020684430785280613,1
CYP17A1,48,0.3271276595744681,0.00025327702439651047,0.2925813594523575,0.00018016234546790714,1
SRD5A1,43,0.4097452934662237,0.00032680218840110587,0.26466677244690245,0.00014285614049714545,1
AKR1C3,61,0.3650273224043716,0.0003547081736957189,0.27419341427121685,0.0002172483838045421,1
DHRS11,20,0.38421052631578945,0.0003261840956653048,0.2856155338609251,8.430450593240298e-05,0
HSD17B3,42,0.3612078977932636,0.0002068872791458744,0.2647997040252284,0.0001513673869287758,1
HSD17B1,35,0.44201680672268906,0.0002785483279233988,0.2620975955302432,0.0001316342610252715,1
SULT2B1,27,0.3646723646723647,0.00025718887921778695,0.26395541511384363,0.00012641533515177453,1
CYP21A2,28,0.3492063492063492,0.0002809157706568117,0.27324353528560735,0.00011741396546271452,1
CYP1A2,91,0.3094017094017094,0.0003987091626703283,0.2987951678917335,0.0003039583482641121,1
CYP11A1,34,0.23351158645276293,0.00037934662895730434,0.27484793951518316,0.0001462169076102118,1
ENSP00000480571,49,0.5093537414965986,3.084069616220941e-05,0.26947993122700864,0.00015613954143021803,0
CYP3A7,51,0.48705882352941177,0.00012024772842066277,0.2740658824506256,0.00016150543815942497,1
CYP7B1,19,0.3216374269005848,3.477386452609971e-05,0.26024546007041555,8.443228662183376e-05,0
STS,31,0.32688172043010755,0.00044575962774199304,0.26995925196923315,0.00013290946806505583,0
CYP7A1,69,0.1815856777493606,0.0009575699240442397,0.2989378377024192,0.000268689923996493,0
HSD11B1L,15,0.5333333333333333,1.6575378140446397e-06,0.25452556163152673,6.202201158494186e-05,0
HSD11B2,23,0.3675889328063241,0.00035284569797192593,0.28023801940328336,0.00010623033419199397,1
HSD11B1,25,0.4033333333333333,0.00012535969964142557,0.28044200575521055,9.521494910820955e-05,1
AKR1C1,41,0.4219512195121951,9.852267048405988e-05,0.26705878598657296,0.00014028673933572217,1
LHCGR,42,0.1602787456445993,0.0015098972648553738,0.2971730154138592,0.000200568665608407,1
STAR,29,0.3251231527093596,0.0004288366749066134,0.2848439731444356,0.00011517769060181298,0
FAU,169,0.32776838546069315,0.0033969987136492,0.31217614072458133,0.0004384482357630967,0
CALY,1,0.0,0.0,0.2252858043264296,2.0258284739641684e-05,1
DRD1,32,0.1532258064516129,0.0010265848145310933,0.2910680808824747,0.00018002040679775962,1
PPP1R1B,14,0.23076923076923078,2.3740007465248647e-05,0.2805126856222449,6.355176986458446e-05,0
GRIN2A,79,0.21940928270042195,0.0012327886550248012,0.3177613248182453,0.000314396579068215,1
TSHB,25,0.3566666666666667,2.1453720144096075e-05,0.2742384538442896,0.00011804987014282647,0
FSHB,28,0.1931216931216931,0.00013583448608448314,0.26918302753259254,0.000125177244719451,0
IGHV3-16,96,0.10701754385964912,0.002015907021981579,0.32376961128576764,0.0003618064221577344,0
GNB1,213,0.09177075028789086,0.004569598545690514,0.3364946086052728,0.0008234097593806976,0
GNG2,176,0.09649350649350649,0.004542110399517033,0.32410483073641455,0.0006686352323988254,1
POMC,137,0.10755689136968656,0.004413610863726462,0.32550555675473986,0.0005665051183392686,1
DRD5,21,0.2714285714285714,0.00016110742911464943,0.2739534528530115,0.0001058949577252305,1
GNAS,140,0.11079136690647481,0.0021706056093611027,0.3235918078424333,0.0005868361659004442,0
SLC6A4,31,0.17634408602150536,0.0010910631994477578,0.28914409431850724,0.0001397069051798138,1
DRD3,21,0.5904761904761905,2.90929856678755e-05,0.27461435983141064,7.976454972877296e-05,1
BDNF,105,0.14267399267399267,0.004011969777344108,0.34503678711664254,0.0003563536619361345,1
SLC6A3,41,0.11829268292682926,0.0007667858460947514,0.2983502011487823,0.00019871118174426177,1
GNAQ,155,0.09853372434017596,0.0037084596841127073,0.33111122875649907,0.0006065702880384752,0
ARRB2,105,0.09926739926739926,0.0016353635322098683,0.33100181751876434,0.00037337772967665724,0
GIP,37,0.3078078078078078,4.4360040192488446e-05,0.2918397623694898,0.00016365256336018283,0
NPPA,39,0.10931174089068826,0.0007193402607330919,0.30108530218125534,0.00016576705883980593,0
GCG,100,0.13414141414141414,0.002912912359912888,0.3209274341963401,0.0004171291424270862,0
VIP,47,0.1942645698427382,0.00029345797073341065,0.2912203972314552,0.000208159508469298,0
ADCYAP1,32,0.3911290322580645,2.6496012475544434e-05,0.27837672308721556,0.00014010508705314991,0
GNAL,50,0.3240816326530612,0.0002609371116119204,0.2750894711805999,0.0002011158538335853,0
GRIA1,69,0.22719522591645352,0.0006726094988006346,0.3043326144180576,0.00029037839218448616,1
DLG4,138,0.09362107267534116,0.008057918353810395,0.3412286416259152,0.0006145443780881639,1
TMTC1,3,0.6666666666666666,0.0,0.23964373214283172,2.682554668187554e-05,0
ADORA1,18,0.2679738562091503,0.00033274702728708594,0.27905917103773026,7.844933597596415e-05,1
HRH3,5,0.1,0.00022355610897316607,0.23879253387614402,5.288534193506098e-05,1
DNAJC14,1,0.0,0.0,0.2252858043264296,1.934788467647043e-05,0
CHRNA4,22,0.3333333333333333,0.0005920910335637865,0.2725595342721584,0.00014555207037625318,1
RDM1,1,0.0,0.0,0.2252858043264296,1.9285683429918356e-05,0
ERG28,20,0.5947368421052631,5.232310761367026e-05,0.24977827657017668,9.371604567803715e-05,0
MSMO1,33,0.5,0.0002723969116243924,0.26368443506200123,0.0001491650713817824,1
UGT2B7,57,0.25,0.00010443635880775823,0.275006396803579,0.00017709987644032253,0
SULT2A1,14,0.5164835164835165,2.3057974101606146e-05,0.25359125094479545,5.191354563215212e-05,0
UGT2A3,47,0.26179463459759483,4.974646426198624e-05,0.2731690210954559,0.00014583724456337943,0
NR5A1,26,0.2953846153846154,0.00014884919100579785,0.2824823892042065,0.00010988764330984759,0
NR4A1,24,0.36231884057971014,0.00017136416162173473,0.3139765547759016,8.345037808890237e-05,0
OXT,46,0.2144927536231884,0.0007780098855358489,0.3064647862562065,0.00017877714797924954,0
SST,87,0.1635926222935044,0.001994193417146446,0.31236109649725174,0.0003641105249198392,1
KNG1,90,0.12983770287141075,0.0029767165810816445,0.32833288549511175,0.000391293196124493,1
NPY,83,0.16279753158977373,0.002645154680449789,0.3130835444153888,0.0003648734119229678,1
ADORA3,5,0.7,0.0,0.25964510118119144,3.2537962157993615e-05,1
GNAI3,112,0.17454954954954954,0.0003429545746958316,0.31723802899576786,0.000405836790014004,0
GNAI1,155,0.12928361960620025,0.0010665854155074153,0.32777422216453533,0.0005798422361960755,0
GNAI2,124,0.15499606608969316,0.0006602755156403401,0.31956575012985283,0.00043697607836306175,0
NT5E,103,0.20616790405482582,0.004636259015784278,0.3184684937868114,0.0003363659306680023,1
ADORA2A,33,0.17613636363636365,0.000863488667940246,0.30554868239294675,0.00014814986975498495,1
ADA,35,0.35126050420168065,0.0007899520274127047,0.27694520330578837,0.00016685963115825744,1
GHRL,66,0.19487179487179487,0.0007011999767138071,0.29801291177729944,0.0002765214913950854,0
P2RY1,37,0.3888888888888889,0.0016715703226009287,0.2820449375934893,9.581284433842476e-05,1
EDN1,49,0.1649659863945578,0.0008314494948818284,0.31010798104050413,0.00018625496199575504,0
SLC29A1,12,0.24242424242424243,0.0003607874518504939,0.2583526681858604,8.325858238846873e-05,1
GNA15,46,0.221256038647343,0.000430507328746882,0.2828493012443983,0.000164656582679905,0
PTGER1,13,0.41025641025641024,5.620873038249894e-05,0.27501394694625425,5.473973517580653e-05,1
GNG10,34,0.5062388591800356,8.231290157460453e-05,0.27644840633559725,0.00011916158762485185,0
PTGES2,13,0.41025641025641024,3.8984108943969776e-05,0.27524820717089454,5.8344361734459e-05,0
ADRB2,58,0.14095583787053842,0.0013433191412027376,0.3143707005890775,0.00023820479390656608,1
PTGES,21,0.23333333333333334,0.0002545246863910584,0.2844476375389131,9.050582355896794e-05,0
PTGS1,56,0.22207792207792207,0.0016301368426025974,0.29834131533149766,0.0001863240031697149,1
PTGS2,94,0.21505376344086022,0.0035418827315338406,0.34437252487521886,0.00028286920932285597,1
PTGER4,23,0.48616600790513836,0.00024430894146592274,0.297809133177856,9.822816511559704e-05,1
HSD17B4,45,0.19494949494949496,0.0009079946239244753,0.27347478783396667,0.00019357990896622565,1
HSD17B12,26,0.3169230769230769,0.0002806764031782256,0.26478570493960946,0.00013746221757817272,0
CYP1B1,60,0.3107344632768362,0.00026851456786211966,0.2785857553069045,0.00020432567287812905,1
SULT1E1,38,0.3157894736842105,0.00021570616727816538,0.27167248870607413,0.00013104194837736775,1
DLD,65,0.2673076923076923,0.0006857706113646734,0.290384624407768,0.00021299329226802497,1
ENSP00000491651,14,0.5054945054945055,5.980252156784597e-05,0.25968548772671657,6.218630423791114e-05,0
ENSP00000492798,14,0.5054945054945055,1.7345944681100187e-06,0.25968548772671657,6.235610577487682e-05,0
OCA2,23,0.1541501976284585,0.0006640660472190453,0.28333733109606735,0.00013689618571397982,0
GLS,44,0.339323467230444,0.00031013827708364813,0.27931595247386903,0.00017389271793119614,1
GLS2,44,0.32452431289640593,0.0006607116235122846,0.31121595686365194,0.00017196606831550206,1
GAD2,81,0.17716049382716048,0.0028969031022543306,0.31471639082504527,0.0003162182129596456,1
GAD1,76,0.20140350877192983,0.0016695807853730927,0.3002820229494399,0.00028518045907081804,1
GLUD2,67,0.25237449118046135,0.00025044560223542734,0.2959526103811376,0.00023313089937903307,1
GLUL,60,0.2231638418079096,0.0013759419774281188,0.3032913892324805,0.0002305672156380294,1
GLUD1,74,0.21880784894483524,0.0007879879024856767,0.29880408076513437,0.00026228920564162045,1
ALDH4A1,46,0.32270531400966185,0.0003310501413943696,0.28529015731289487,0.00019863911491019756,1
AGXT,57,0.14598997493734336,0.001198945794145844,0.29606632392180543,0.0002358386001955668,1
SHMT1,65,0.23653846153846153,0.0006324351104768464,0.30323630209996866,0.00026524947357123166,1
SHMT2,70,0.20952380952380953,0.000711885439328086,0.3034475781881908,0.00027993384993219456,1
GCSH,36,0.2968253968253968,0.00021648821034176503,0.2757331058815372,0.0001412006718094675,0
GLDC,57,0.243734335839599,0.0006767853136496668,0.28948669200850696,0.0002260046623879179,1
AMT,38,0.3627311522048364,0.0004655271187646797,0.2785082993736026,0.00017657534130025747,1
MTFMT,18,0.49019607843137253,2.519260736954494e-05,0.25713902873935635,7.720539256022753e-05,0
MTHFD1L,25,0.6066666666666667,0.00010862037117318049,0.26847599913082915,0.0001086764146911122,0
FTCD,47,0.2590194264569843,0.0008485085264892807,0.2826896572194262,0.00021488585425112836,1
MTR,55,0.26262626262626265,0.00047591009302417,0.29010709848447297,0.00023277884911306548,1
DHFR,44,0.2452431289640592,0.0008749963414484353,0.31163227985223885,0.00018380178776980415,1
DHFR2,38,0.27880512091038406,0.00015737428015067352,0.28502227923091095,0.00016143839847736636,0
GART,72,0.13693270735524257,0.003164046225624414,0.2896876139729421,0.00039686470499617285,1
MTHFD1,38,0.36984352773826457,0.00021425028836731308,0.2832011535882606,0.0001628271255649072,1
MTHFD2L,25,0.5533333333333333,1.4042345575956814e-05,0.26655423106892934,0.00011755030171962018,0
MTHFD2,34,0.43137254901960786,0.00021822444431315305,0.2721744376581449,0.00014695824744487637,1
ATIC,72,0.2535211267605634,0.002100969347131891,0.3107621766944954,0.00025227497284164164,1
MTHFR,49,0.2261904761904762,0.0014482566258981508,0.29876843246153556,0.00020028696888464676,1
TYMS,112,0.16747104247104247,0.004859279499036526,0.31743909252029295,0.00038971598274919344,1
MYBPH,14,0.2967032967032967,7.504170453673314e-05,0.2560741347607333,7.95309205533855e-05,0
ALDH1L2,14,0.8461538461538461,1.7706635402257279e-06,0.25567543846372714,7.088799318981789e-05,0
ALDH1L1,16,0.5666666666666667,6.261754869614928e-05,0.26689512958463085,8.22991251972042e-05,0
GCAT,4,0.0,4.051376550233145e-05,0.23564121391602838,3.2104171692060894e-05,1
PIPOX,16,0.5583333333333333,0.0005970677457641155,0.2503588514051227,0.00010835502111568365,1
GRHPR,28,0.17989417989417988,0.00028269791071998336,0.291432212369672,0.00011746210819102962,0
NICN1,1,0.0,0.0,0.21768750007758966,1.8193379072768895e-05,0
IBA57,30,0.38850574712643676,0.0003017866473855835,0.2647927042973927,0.00012465906121750014,0
SDHB,121,0.33539944903581265,0.0012045004312516636,0.3111676193952027,0.00029374849786291244,0
ACO2,104,0.22143390589992532,0.0023834383831942683,0.31038663909677955,0.00024831407325499985,0
IDH2,71,0.2498993963782696,0.0018297348433315914,0.33019441617728734,0.0002138757058417892,1
IDH1,79,0.21876014281077572,0.0024940189444866098,0.3349643204671582,0.0002350735069242004,1
SDHA,122,0.2547080341417152,0.003451834794022547,0.31796305242414824,0.00032172273164849015,1
UQCRC2,120,0.5005602240896359,0.00041003976982449496,0.301230167906729,0.000238823810438422,0
SUCLG2,58,0.2970356926799758,0.0014946751327205776,0.2972171024410398,0.0001798070761899488,0
IDH3G,46,0.43285024154589374,0.0003574674577125707,0.286505963549191,0.00015945951358754148,1
IDH3B,57,0.31892230576441105,0.0009338827085845421,0.2909412722500832,0.00016881118444842875,1
IDH3A,51,0.40862745098039216,0.00030033896599112117,0.2868834093298498,0.0001643511350121822,1
CS,118,0.18962769810227437,0.0031025484576671304,0.31639633618352386,0.00035667668360896024,1
ATP5F1C,134,0.2744922006508809,0.0021312345776435277,0.3043511075736143,0.00028216443760634933,1
ATP5F1A,142,0.20657276995305165,0.0034836739476810505,0.3188943080214684,0.000322544948207664,1
MDH2,79,0.2625770853618955,0.002357345032723797,0.3143805669136731,0.00023983607304252702,1
SUCLG1,91,0.23028083028083027,0.0023169919385427075,0.30228462802735123,0.0002577034958160737,0
FH,71,0.23018108651911467,0.002395643829297569,0.3125950383389098,0.00021963498982992654,0
SUCLA2,57,0.35776942355889724,0.0001688983486916426,0.28490068269540286,0.000172532354229026,0
OGDHL,39,0.5371120107962213,6.311923669921324e-05,0.28490068269540286,0.00012715771665468343,0
BCKDHA,48,0.2978723404255319,0.0004826500909999737,0.27477254782670524,0.00016743046842383215,0
DLST,56,0.36818181818181817,0.00018741653821650333,0.2861949088189013,0.00017096417928112219,0
PDHA1,40,0.36538461538461536,0.0004246493835346352,0.2890356350396851,0.00012458030968996587,1
DBT,61,0.292896174863388,0.00040462776950386055,0.2789115412382115,0.00020111467014359078,0
OGDH,53,0.41219158200290273,0.00017525634240367536,0.29353302477789267,0.00016594685702532396,1
DLAT,66,0.27365967365967364,0.0004349274295843343,0.2960138298927413,0.00021292289734964058,1
BCKDHB,51,0.27215686274509804,0.00032221485822929885,0.2782839205347918,0.0001692141652609567,0
PDHB,83,0.23009109609168382,0.0010682462323280155,0.30546482491904875,0.0002558742688748803,1
PDHX,38,0.39971550497866287,3.0445575872214597e-05,0.2815850903348054,0.0001291761539743484,0
GOT2,93,0.16830294530154277,0.002732265658631849,0.3246089634651274,0.0003437823251369961,1
HMGCL,41,0.3182926829268293,0.00017136744062829073,0.2669947226283481,0.00015088285090037647,0
NDUFV1,115,0.5217391304347826,0.0003742297392267076,0.2809138787843284,0.00022682035909674352,1
HACL1,20,0.25263157894736843,0.00012433337058940586,0.2630543068164487,7.728056084695096e-05,0
ILVBL,17,0.3235294117647059,0.00019398438834811844,0.2574231748662495,6.654395815726431e-05,0
IL4I1,58,0.20629159104658198,0.0006614493999873785,0.2920184241486274,0.00022134785910301745,1
NIT2,20,0.7684210526315789,2.6230412944510575e-05,0.27270051462092304,7.45709557267345e-05,0
ADSL,83,0.24537173082574198,0.000602584674294541,0.2930607063447636,0.0002690679489771418,0
GOT1L1,70,0.23933747412008283,0.0004938187152302753,0.29621515816217775,0.00025747546610152354,0
GPT,53,0.21480406386066764,0.00102030059846657,0.32182445555388955,0.00018385287330087744,1
RIMKLB,18,0.40522875816993464,6.717700731223053e-05,0.2689589733533016,7.401357759326346e-05,0
GOT1,68,0.24319578577699735,2.1415191817063387e-05,0.29583898415742366,0.0002527006770477474,1
ALDH5A1,20,0.3105263157894737,0.00020775621588320744,0.2726930909666893,7.654722235969393e-05,1
GPT2,30,0.39080459770114945,0.00044875008172104094,0.30309867177737193,0.0001058559018292916,1
HMGCLL1,32,0.3951612903225806,0.0001259876293968945,0.2639762828041839,0.00012075613397399876,0
ASL,36,0.2968253968253968,0.00014451237693486718,0.29142373384838,0.00013619332869962977,1
SLC25A3,16,0.5416666666666666,3.263923125816092e-05,0.26737956447710776,5.4174317931448184e-05,0
ATP5PB,75,0.49873873873873875,0.00019919145075900446,0.2710769897862248,0.00015187919905175398,0
NNT,19,0.6608187134502924,1.6457333904431348e-05,0.2805126856222449,7.062585167378951e-05,1
KIAA1217,1,0.0,0.0,0.22277071573122725,1.7519316120209168e-05,0
CFTR,61,0.09344262295081968,0.0022558269897508553,0.31700712059148595,0.00030303205309560133,1
NEDD4L,22,0.24242424242424243,0.0003204048466104014,0.3007779246808301,9.987078813999086e-05,0
SCNN1A,24,0.37318840579710144,0.0004002863648237516,0.27049870392013303,0.00012890671898596067,1
SCNN1G,23,0.42292490118577075,7.413669872728443e-05,0.2705279249100779,0.00011390783991949453,1
SCNN1B,22,0.4458874458874459,6.915424826548259e-06,0.27047679231997745,0.0001089990868241358,1
KCNJ1,22,0.23376623376623376,0.0003244052346086892,0.2595643657641575,0.00014014355827268954,1
WNK4,13,0.2692307692307692,6.222734691598843e-05,0.2495107480900283,8.565559796256238e-05,0
SLC12A3,19,0.22807017543859648,0.00026752922639204966,0.25362335435412103,0.00012973130580974418,1
TRPM4,28,0.2962962962962963,0.00015367064224570135,0.25965856196719284,0.00013830601355225197,1
SCNN1D,13,0.8461538461538461,7.549420744145749e-05,0.24656889685350183,6.342227153328601e-05,1
SCN4A,32,0.2842741935483871,0.0002829077671395657,0.2766851177651742,0.00014672919550090722,1
SCN4B,34,0.3600713012477718,3.507881213580525e-05,0.2821164278471954,0.00015631890805874692,1
SCN2A,50,0.2383673469387755,0.0007151365743283335,0.280858745123377,0.00023117240844745086,1
SCN10A,25,0.3333333333333333,0.000409908609562256,0.2721966251887276,0.00012722916525215357,1
SCN3B,31,0.3935483870967742,0.00011549644792105706,0.25821281650694344,0.00014267568490702043,1
SCN2B,25,0.48,5.7153084270619325e-05,0.2561723653829723,0.00012257482251378193,1
SCN1B,47,0.23866790009250693,0.0005307154086007123,0.283289253494637,0.00021557169909912596,1
SCN5A,76,0.16842105263157894,0.0012364346761002901,0.30189289061723174,0.0003152777178553396,1
REN,52,0.15535444947209653,0.0022742399231652703,0.31382900477992315,0.00021510388702526988,1
NR3C2,24,0.2427536231884058,0.00037395020391781087,0.3038065025952434,9.684948681028526e-05,1
WNK1,17,0.27205882352941174,0.0001655373669717697,0.2518379928492147,0.0001128157811800135,0
SGK1,30,0.19080459770114944,0.00026925234433721373,0.2903425408994048,0.0001286711954071122,1
NEDD4,29,0.2044334975369458,0.00026354359392326374,0.31095511279475896,0.00011408655628995345,0
EBP,15,0.5428571428571428,0.00021808016802469022,0.24471961506780265,8.741956284515225e-05,1
MVK,30,0.5448275862068965,0.0001116206621718963,0.2663132877005999,0.00012493399112254464,0
INSIG1,22,0.47619047619047616,0.00028035670003901823,0.29056150844294026,0.00010254195975578474,0
MVD,27,0.5612535612535613,5.79498828637209e-05,0.26345557844327927,0.00011813696300669928,0
FDPS,32,0.5100806451612904,2.991929531998084e-05,0.2652625057217479,0.00015237377240709935,1
IDI1,30,0.5195402298850574,0.00020588062413319055,0.2726485575277726,0.0001309857083794221,0
HMGCR,67,0.20081411126187246,0.0021784440745331573,0.31217614072458133,0.0002660638944575527,1
FAXDC2,13,0.6282051282051282,1.3353754199202364e-05,0.2451988349342855,6.351662956921496e-05,0
CH25H,26,0.4338461538461538,5.609068614648389e-05,0.259007317480811,0.00011946752018800676,0
DHCR7,42,0.3403019744483159,0.00033712614054258867,0.2783303140753089,0.00018603594355530887,1
HMGCS1,51,0.3427450980392157,0.00019241046520125112,0.28266572615752483,0.0001999049796399481,0
NSDHL,27,0.5299145299145299,0.0003769841047337254,0.2697774906027407,0.00011616801905422649,1
DHCR24,32,0.4314516129032258,0.00010026382296528184,0.26505895437051136,0.00014566411797194075,0
LBR,21,0.44285714285714284,0.00021380680273061766,0.2754752909157761,8.244689790966397e-05,0
TM7SF2,18,0.7516339869281046,9.940308374433878e-06,0.25568849078720585,8.382578153633527e-05,0
UGDH,32,0.07459677419354839,0.0009107211178757673,0.2543381491321662,0.00017466703586952668,1
GNPAT,45,0.2787878787878788,0.0006018403398063351,0.26282654221841273,0.00017715397279742355,0
SLC32A1,27,0.32763532763532766,0.00032292476314866713,0.2897295078258334,0.000135778219076773,0
SLC12A5,11,0.12727272727272726,0.0004352536907366537,0.27155465201611273,6.324218183469495e-05,1
NTRK2,81,0.19783950617283952,0.0016803174004896438,0.32345597221642175,0.00026422964376223655,1
GABRA1,34,0.3137254901960784,0.0006590606437113517,0.2677583599361248,0.0001690237584624413,1
STK39,17,0.18382352941176472,0.00028538013808276973,0.24796663127386603,0.00011871218957789585,1
WNK3,9,0.4166666666666667,1.3796420084258796e-05,0.23555809532205443,7.002282651441542e-05,0
NETO2,4,0.5,3.0396390773874996e-06,0.24015506709430043,3.131017769854576e-05,0
CTSZ,7,0.14285714285714285,0.0001720396369722653,0.26404586560799126,4.38144815470745e-05,0
TUBB1,25,0.26,0.0004023964055425206,0.27998736628477416,0.00011122036676088835,1
ATP5F1E,55,0.5292929292929293,0.00027900247033140114,0.2669449168173315,0.00011587300087544676,1
ITGA2B,80,0.23227848101265822,0.0014447778341570166,0.3222178333624024,0.0002786466066888527,1
TUBA3C,10,0.3111111111111111,8.784458563453195e-06,0.23917453807292788,4.7910136559883905e-05,1
TCP1,76,0.263859649122807,0.000714268293392312,0.3138880081336874,0.00025554300613878973,0
TBCA,12,0.5454545454545454,8.258178011219436e-06,0.24846482794846625,5.722067554220119e-05,0
TUBA4B,7,0.3333333333333333,0.0,0.23914598810061274,3.652357511397959e-05,0
SLPI,7,0.3333333333333333,1.783451665794025e-05,0.255943277724216,4.558588970493746e-05,0
DYNC1I2,28,0.47883597883597884,0.0003134025281101199,0.2909666251363861,0.00011117492603822858,0
DYNC2H1,25,0.54,8.94152297748433e-05,0.25619857294484166,0.00010622815291514062,0
DYNC1H1,33,0.3731060606060606,0.0001928367360535277,0.2914915758350172,0.00013901620782003876,0
ACRBP,3,0.6666666666666666,0.0,0.22836220229272464,2.7653362152485776e-05,0
DYNC1I1,23,0.6363636363636364,1.2099534191542474e-06,0.25442212749086573,9.700612258214524e-05,0
GP9,18,0.38562091503267976,0.00016222229134368044,0.2798309356529979,8.445664849979383e-05,1
ARHGEF2,29,0.2733990147783251,6.577523200955183e-05,0.28844471330253296,0.00011829708469923334,0
MAPT,97,0.12328178694158076,0.0033159748956372546,0.34833633562507793,0.00035823916951766466,1
GJA1,60,0.1271186440677966,0.0013120567647974303,0.3184887448674286,0.00027665260488555663,1
TUBA1C,36,0.353968253968254,0.0002935137138448623,0.29761447511944755,0.00014440248768602098,1
TUBA3D,27,0.35327635327635326,0.00012935746443446853,0.2872618509239874,0.00011300224963214182,1
TUBA3E,30,0.23218390804597702,0.0001518685002425383,0.2867684292911845,0.00012297280794303686,1
TUBA8,27,0.2564102564102564,0.00037474224795140616,0.28530640853233735,0.00012992410475429924,1
TUBA1A,97,0.20403780068728522,0.00585742581760832,0.32141140998428946,0.0003473296258916319,1
TUBAL3,26,0.39692307692307693,1.3825931143262559e-05,0.2761892526281498,0.00010459712966353687,0
TUBA4A,44,0.25898520084566595,0.0011093079198258506,0.3050833892785029,0.00019171902496872354,1
TUBA1B,59,0.2016364699006429,0.0006979567113292933,0.30840849764687084,0.0002475990497789382,1
ECH1,9,0.6111111111111112,1.0230500454637539e-06,0.2382076477592116,4.672067608302798e-05,0
MCCC2,32,0.2399193548387097,0.00033857546144032896,0.2578870839937792,0.00013948294330821422,1
EHHADH,58,0.3297035692679976,0.00034695168368756345,0.27967467972109233,0.00022883235583503184,1
ACACB,46,0.22705314009661837,0.0006050062206361275,0.2927096021147322,0.00016959092999867446,1
PCCA,40,0.382051282051282,0.00017191175571658234,0.27071801533891043,0.00015194531253084274,1
PCCB,51,0.3058823529411765,0.00022370366426818487,0.2731690210954559,0.00018637084991994656,1
HADHA,38,0.4295874822190612,6.715241476306073e-05,0.26107294960959015,0.0001520757116347002,1
MCCC1,25,0.24,0.00033276506182314383,0.2553105136630653,0.00011329754636763744,1
IVD,20,0.4263157894736842,1.5458876408137398e-05,0.2384514747689868,8.186765647759208e-05,1
ACADL,29,0.5098522167487685,0.00010912205917624443,0.25251728058610917,0.00011984330464398906,0
ECHS1,42,0.41114982578397213,0.00026155159744050983,0.26550155062605335,0.0001587314009262816,1
ACADSB,29,0.5492610837438424,8.15226609946149e-05,0.24478539669542948,0.00012225319876093762,1
ACADS,53,0.3265602322206096,0.0004984581816063223,0.26199476914710373,0.0002538344533478422,1
USHBP1,2,1.0,0.0,0.20501234120403522,2.4697515577006216e-05,0
BTD,7,0.5238095238095238,3.3431111341428535e-05,0.2295290775759673,4.854792695850644e-05,0
GATB,44,0.20718816067653276,0.0004429364030972998,0.27644840633559725,0.00016285618535440605,0
NELFCD,31,0.6537634408602151,0.00036131209289944966,0.2677583599361248,0.00010762881719990465,0
ACACA,55,0.20067340067340067,0.0009560156749367081,0.30491623047517247,0.00020080524435985066,1
PC,63,0.21505376344086022,0.0008833381341268319,0.2903425408994048,0.00021833420498366423,1
MCAT,15,0.37142857142857144,3.8261087998377606e-05,0.2613113164180718,6.752768159760178e-05,0
MCC,3,0.3333333333333333,3.3509807498771897e-05,0.2191256071131462,3.0324678782585887e-05,0
AUH,14,0.5714285714285714,6.492432980827669e-07,0.23258818620716923,6.332884826407145e-05,0
HLCS,8,0.8214285714285714,0.0,0.243748978089604,4.738269989859413e-05,1
F5H5P2_HUMAN,23,0.4624505928853755,9.264505123247725e-05,0.26029279709932346,8.102474609840073e-05,0
HPD,13,0.32051282051282054,4.8555529080856626e-05,0.2614204291343589,6.816862117731507e-05,1
HPDL,6,0.4666666666666667,1.2737300966679332e-05,0.23767636320339688,3.5448367762256104e-05,0
GGT1,56,0.4155844155844156,0.0005327861012408095,0.2825620716924872,0.00019093504491453296,1
GGT5,48,0.5097517730496454,5.692027480514521e-05,0.28010480408171706,0.00015257710574280157,0
GGT7,46,0.49178743961352656,0.00015337881066221972,0.2811267401091818,0.00014944233499213,0
GCLM,38,0.3655761024182077,5.299202495108887e-05,0.2873937169292889,0.0001401832659380391,1
OPLAH,21,0.5190476190476191,0.0004127219971872813,0.26148184509045824,0.00010892885344835993,1
GCLC,47,0.3154486586493987,0.0004929346950627848,0.2939637282418818,0.0001627514819222453,1
